NUM_CONTA,COD_CLIENTE,COD_AGENCIA,COD_COLABORADOR,TIPO_CONTA,DATA_ABERTURA,SALDO_TOTAL,SALDO_DISPONIVEL,DATA_ULTIMO_LANCAMENTO
430,430,3,73,PF,2013-05-18 12:54:00.000,27934.1759999999960000,28994.21000000000000000,2013-06-25 09:24:29.861
680,680,7,42,PF,2022-03-02 15:50:00.000,80.2545999999999500,28.18999999999994800,2022-09-08 05:28:15.626
245,245,6,54,PF,2018-04-02 15:17:00.000,8218.3072000000000000,7746.16999999999900000,2020-07-07 21:48:04.546
856,856,7,33,PF,2021-05-04 12:13:00.000,19.2159000000000800,16.71000000000008300,2021-12-01 13:52:26.472
644,644,8,38,PF,2019-06-15 15:41:00.000,254.9372039200084000,238.61720392000840000,2021-05-22 09:25:36.369
36,36,7,14,PF,2020-01-13 11:55:00.000,43990.9314000000000000,40271.42000000000000000,2020-05-23 14:39:11.798
870,870,7,42,PF,2021-09-08 13:13:00.000,252.4451000000001400,914.43000000000010000,2022-02-05 01:46:49.996
881,881,7,42,PF,2018-03-14 16:07:00.000,103.7067999999999900,72.55999999999999000,2018-04-24 03:25:13.297
230,230,7,7,PF,2020-11-02 14:32:00.000,2378.1472003883755000,63206.68000037344000000,2021-08-09 19:11:43.797
788,788,1,80,PF,2012-09-08 11:10:00.000,169.4729999999999300,134.17999999999992000,2013-08-08 11:36:32.875
562,562,10,30,PF,2021-10-21 14:26:00.000,1204.7794522550967000,886.58889711062830000,2022-07-07 19:55:00.349
681,681,7,42,PF,2018-04-10 12:57:00.000,507.3948000000000000,295.74000000000000000,2021-09-16 04:00:04.907
82,82,10,25,PF,2022-02-23 11:47:00.000,124.6300000000000100,80.78999999999999000,2022-05-25 06:20:09.641
130,130,3,16,PF,2014-06-09 13:59:00.000,5172.3758533397080000,4776.73612461654800000,2014-07-02 06:42:15.949
987,987,7,33,PF,2017-02-08 14:26:00.000,32.6022219041934500,2.64296265117004840,2018-07-10 05:06:21.694
593,593,7,7,PF,2016-05-03 15:37:00.000,216.1892381992391000,149.19601700863467000,2021-02-17 22:54:54.394
701,701,2,85,PF,2019-04-15 13:08:00.000,4.3872123004650990,605.87674724537250000,2021-02-03 03:53:57.494
1,1,5,15,PF,2016-02-16 16:37:00.000,4329.6400000000000000,4138.84604065434000000,2016-05-29 07:28:01.325
316,316,7,33,PF,2019-08-26 12:57:00.000,5.2869997843998600,74.62523788990464000,2022-10-16 22:27:27.784
610,610,7,42,PF,2021-03-09 12:28:00.000,378.1759999999997600,673.97999999999980000,2021-04-01 02:43:17.578
528,528,3,51,PF,2014-01-09 12:48:00.000,73.9522000000000000,44.51000000000000000,2014-02-05 09:52:39.511
291,291,3,98,PF,2017-08-08 16:43:00.000,376.6630000000000000,602.55000000000000000,2022-02-03 06:28:04.905
920,920,2,86,PF,2022-11-11 10:45:00.000,199.4415161410141800,5.13253994273219400,2022-12-29 22:44:25.293
55,55,8,47,PF,2021-08-18 13:57:00.000,15624.7900000000000000,14316.59000000000000000,2022-05-27 21:17:56.503
129,129,1,32,PF,2022-07-14 11:28:00.000,634.7355000000000000,589.96000000000000000,2022-08-05 22:13:36.997
453,453,4,1,PF,2014-12-26 13:21:00.000,17142.1488000000030000,15857.07000000000000000,2015-03-08 10:56:32.071
185,185,3,51,PF,2015-02-22 13:18:00.000,17.0617999999999700,11.48999999999996800,2015-07-13 16:56:32.763
20,20,3,91,PF,2019-05-06 14:05:00.000,27027.3021000000040000,24767.02000000000400000,2019-07-21 09:09:20.883
469,469,7,33,PF,2018-04-07 14:53:00.000,72521.7858000000000000,71097.28000000000000000,2018-09-22 15:17:23.822
988,988,6,28,PF,2021-05-16 13:56:00.000,155.6828000000000100,93.16000000000001000,2021-12-09 01:07:36.207
546,546,1,61,PF,2020-11-25 14:02:00.000,803.8119999999999000,651.50402055013330000,2021-11-12 04:52:59.813
877,877,7,7,PF,2018-07-06 13:02:00.000,30.6983000000000070,10.05000000000000400,2019-03-29 02:14:48.235
983,983,1,39,PF,2021-03-17 14:57:00.000,28561.2600000000020000,27684.45000000000000000,2022-03-26 23:49:51.445
607,607,7,42,PF,2018-01-28 15:49:00.000,72146.2377655114000000,72104.67776551140000000,2021-11-23 04:13:34.239
668,668,6,40,PF,2020-07-23 11:06:00.000,2919.6689000000000000,2710.37000000000000000,2020-09-02 20:57:22.169
271,271,4,57,PF,2022-08-19 14:31:00.000,7534.7638780550520000,6112.63322042134400000,2022-12-29 07:46:36.978
148,148,9,93,PF,2020-01-07 15:49:00.000,41.5893148052477200,30.76383804436051000,2020-02-19 21:22:22.772
579,579,7,33,PF,2019-06-26 12:49:00.000,399.3780000000000400,279.17000000000000000,2019-07-13 18:08:25.240
605,605,3,16,PF,2015-03-12 10:48:00.000,48.0999999999999940,37.13999999999999000,2015-07-19 14:06:33.275
961,961,6,28,PF,2018-07-09 13:41:00.000,7834.9907000000000000,8054.43000000000000000,2018-10-05 06:26:14.066
322,322,6,88,PF,2020-12-23 11:46:00.000,1350.6457999999998000,1118.31000000000000000,2021-03-10 04:17:41.257
932,932,2,81,PF,2016-02-06 16:36:00.000,230.8284000000000200,282.87000000000000000,2016-05-07 10:31:05.842
512,512,5,55,PF,2017-02-02 10:50:00.000,10.7730000000000000,2.88000000000000000,2017-11-08 01:47:20.864
808,808,3,31,PF,2013-07-17 11:40:00.000,5942.2160446953920000,5448.49189323647350000,2014-11-26 19:44:29.189
227,227,3,16,PF,2017-07-21 10:30:00.000,15.8304000000000200,1.62000000000002230,2017-08-18 14:49:35.948
775,775,4,57,PF,2017-10-15 13:33:00.000,260.0626000000000000,56.56000000000000000,2019-11-06 07:46:22.944
855,855,7,71,PF,2016-03-22 16:53:00.000,242.5350542156682500,300.42678289968103000,2016-09-23 05:30:36.393
999,999,7,42,PF,2020-02-23 14:02:00.000,11.4362999999999960,53.81000000000000000,2020-09-14 03:48:26.681
602,602,7,33,PF,2020-07-14 12:39:00.000,756.4382000000000000,876.32000000000000000,2021-01-28 15:56:32.174
449,449,7,14,PF,2021-04-20 12:09:00.000,378.5545778888172000,121.02696027246904000,2022-03-25 00:09:28.649
809,809,1,11,PF,2021-09-03 12:22:00.000,6205.6573000000000000,5994.55999999999950000,2022-04-24 08:30:17.321
162,162,7,42,PF,2022-12-17 14:05:00.000,57.8710000000000300,28.03000000000002200,2022-12-27 05:14:59.787
353,353,7,71,PF,2022-10-08 11:05:00.000,29.9820000000000060,5.51000000000000900,2022-10-30 10:18:11.963
924,924,3,91,PF,2017-02-09 13:41:00.000,306.4970999999999300,152.17980719628620000,2017-11-17 13:33:07.927
429,429,5,43,PF,2020-03-19 15:02:00.000,52.3475999999999860,24.04999999999998300,2020-05-17 11:34:22.686
77,77,7,100,PF,2017-09-20 14:37:00.000,30672.1655000000000000,32261.78000000000200000,2018-03-19 17:59:34.389
944,944,7,7,PF,2021-11-21 13:05:00.000,295.8914000000000300,253.30000000000007000,2021-12-16 06:49:58.319
41,41,1,32,PF,2020-07-13 11:18:00.000,166.1136571066169000,132.38539524914262000,2020-08-13 10:41:59.149
586,586,7,33,PF,2015-11-27 15:57:00.000,44099.9234317049560000,43644.11052644055000000,2016-04-23 05:25:44.847
746,746,7,100,PF,2021-10-16 15:37:00.000,2182.4532000000004000,2004.41000000000000000,2022-11-07 15:47:49.829
96,96,7,71,PF,2021-08-25 11:56:00.000,1337.1546999999998000,1345.87999999999970000,2021-12-11 20:51:47.091
457,457,7,7,PF,2020-01-01 11:25:00.000,1.8126000000000038,21166.71000000000000000,2020-10-11 00:37:50.011
113,113,7,100,PF,2022-02-27 14:39:00.000,1153.9451999999999000,1847.02000000000000000,2022-03-25 04:19:44.104
608,608,2,82,PF,2011-02-21 11:02:00.000,8.9396999999999970,80.79000000000000000,2011-03-11 22:26:31.854
224,224,7,7,PF,2021-11-06 16:54:00.000,297.7770999999999600,220.55999999999995000,2022-02-24 15:10:04.265
503,503,7,14,PF,2022-11-10 14:45:00.000,245.4901000000000400,190.88000000000005000,2022-12-30 23:58:46.382
440,440,4,57,PF,2016-09-09 14:48:00.000,29.0495999999999900,3.32999999999999100,2018-10-12 23:46:09.361
918,918,1,75,PF,2014-08-16 12:24:00.000,1.7748000000000057,707.43999999999990000,2014-11-03 23:20:09.740
986,986,3,98,PF,2019-07-11 10:25:00.000,13317.0200000000000000,13125.77530612067900000,2019-08-18 10:51:23.827
659,659,3,13,PF,2015-03-28 14:33:00.000,156.3100000000000000,60.67000000000000000,2015-07-26 14:00:16.697
925,925,9,74,PF,2020-08-11 14:45:00.000,4860.9137000000000000,4504.09000000000000000,2020-10-16 23:21:48.085
982,982,7,14,PF,2017-04-16 13:22:00.000,2804.7942026548812000,2970.07495016303300000,2017-09-25 00:06:41.323
564,564,1,80,PF,2019-09-10 11:42:00.000,9153.8609000000000000,26546.97000000000000000,2020-05-02 05:14:40.412
583,583,7,33,PF,2019-04-17 11:06:00.000,12.5600000000000300,47.27000000000003000,2019-07-12 07:12:06.668
270,270,2,95,PF,2017-04-07 12:02:00.000,10603.6236000000000000,9808.16000000000000000,2018-01-07 03:33:14.027
977,977,7,14,PF,2020-12-28 12:05:00.000,7788.4101244631410000,6878.65588890686650000,2021-02-27 23:03:29.757
378,378,9,83,PF,2021-04-18 10:22:00.000,777.2501999999997000,148.30914496356718000,2022-12-30 22:21:22.113
937,937,7,71,PF,2022-03-22 14:34:00.000,22.3020000000000030,596.75000000000000000,2022-10-20 00:46:20.699
25,25,8,23,PF,2022-08-25 15:51:00.000,29.8895999999999840,21.39999999999998400,2022-09-09 19:37:07.957
559,559,2,86,PF,2013-08-28 11:15:00.000,287.0515000000000000,128.67999999999998000,2016-04-09 02:00:29.404
347,347,7,100,PF,2019-12-04 11:07:00.000,1104.8993999999998000,1577.35999999999970000,2020-11-20 05:14:19.963
725,725,7,71,PF,2017-12-15 12:01:00.000,557.0880000000000000,443.03167601944335000,2019-06-05 12:06:25.364
747,747,1,61,PF,2019-09-22 14:45:00.000,2.9990195465545550,31.17166946267432700,2020-02-01 22:33:02.502
410,410,7,14,PF,2018-07-10 12:41:00.000,53033.0354727619400000,52498.28591362569000000,2020-02-11 17:39:43.840
18,18,2,85,PF,2011-05-27 11:26:00.000,32.9897000000000060,2.23000000000000400,2013-03-19 09:13:30.925
261,261,2,70,PF,2012-01-23 12:41:00.000,12732.0335999999990000,12542.47000000000000000,2016-12-14 05:49:09.769
301,301,7,71,PF,2019-10-05 13:27:00.000,471.7523999999999000,391.29999999999995000,2021-10-01 17:02:24.605
372,372,7,100,PF,2019-08-08 15:32:00.000,104852.8752266753900000,105902.24517845998000000,2019-11-05 04:18:15.365
374,374,7,71,PF,2018-06-04 12:06:00.000,54.8658000000000100,47.23000000000000400,2018-12-03 22:19:01.930
594,594,7,71,PF,2017-12-23 11:05:00.000,12528.7200000000000000,12455.48000000000000000,2018-01-30 21:25:26.277
220,220,4,19,PF,2015-05-19 12:42:00.000,2.3504000000000020,34577.26000000000000000,2015-07-09 11:33:28.661
635,635,1,3,PF,2017-03-15 13:25:00.000,5673.7115485360800000,5706.22176619806000000,2017-08-06 10:07:57.334
714,714,7,7,PF,2015-09-19 11:23:00.000,49.8737999999999960,82.10999999999999000,2016-03-13 09:50:32.881
992,992,2,82,PF,2014-06-06 13:49:00.000,32689.5252189758180000,32647.07838671001800000,2014-09-06 09:22:28.325
640,640,7,71,PF,2020-10-07 15:13:00.000,418.1894636536235300,321.99943542486693000,2020-12-09 23:16:24.963
58,58,1,80,PF,2014-04-19 14:35:00.000,134.9664263851655300,52.43992251070057000,2015-08-13 11:50:24.256
66,66,7,33,PF,2018-10-21 15:50:00.000,50577.5059999999940000,52031.10000000000000000,2019-09-01 03:28:46.815
590,590,7,71,PF,2021-09-24 15:31:00.000,375.2857177032682300,356.99001752798836000,2021-12-26 11:44:46.809
9,9,4,45,PF,2021-01-06 13:34:00.000,332.1464999999999500,264.21999999999990000,2022-10-03 00:13:44.998
145,145,3,31,PF,2022-10-09 14:30:00.000,321.9097000000000400,284.77000000000004000,2022-12-26 09:11:06.021
153,153,4,1,PF,2021-01-23 15:36:00.000,268.8479999999999600,255.90999999999997000,2021-03-07 16:36:27.812
482,482,9,12,PF,2021-10-07 15:43:00.000,205.6890000000000000,182.17000000000000000,2021-12-09 18:17:50.406
604,604,7,14,PF,2017-07-12 15:43:00.000,5498.8538000000010000,5019.19000000000050000,2018-02-16 19:56:38.356
764,764,7,42,PF,2017-07-19 16:18:00.000,1599.1051999999997000,1604.18999999999980000,2017-11-23 14:28:37.930
700,700,4,57,PF,2014-10-14 12:25:00.000,767.5798000000011000,627.01000000000100000,2014-11-25 00:06:56.595
581,581,5,63,PF,2020-11-25 10:16:00.000,346.6583999999997000,318.53999999999970000,2021-02-12 19:52:14.777
14,14,1,11,PF,2021-11-13 11:58:00.000,104.3895999999999900,36.71999999999998500,2021-12-04 15:56:50.243
126,126,7,42,PF,2015-08-09 11:23:00.000,74.1223907001845000,45.11082364602551600,2015-12-19 18:24:41.869
761,761,3,91,PF,2013-02-14 15:49:00.000,964.0486000000003000,875.16000000000020000,2013-05-01 12:33:52.798
520,520,1,60,PF,2015-07-12 11:32:00.000,9224.0597999999990000,9400.02000000000000000,2015-07-27 07:29:08.928
57,57,2,84,PF,2013-03-13 16:09:00.000,46453.9779000000050000,46894.51000000001000000,2014-10-10 02:29:22.358
174,174,8,52,PF,2018-05-08 10:36:00.000,29.2968000000000100,15.96000000000000800,2021-10-22 09:54:44.158
143,143,7,7,PF,2021-03-09 11:38:00.000,309.1123000000000000,269.01000000000000000,2021-05-19 02:45:06.539
142,142,2,81,PF,2011-07-09 15:49:00.000,23.9190000000000250,7.48000000000002200,2019-07-12 13:45:17.359
858,858,7,14,PF,2022-10-11 13:40:00.000,8063.1068000000000000,8225.40000000000000000,2022-12-30 04:51:47.552
794,794,7,33,PF,2018-11-03 11:32:00.000,454.9494000000000000,430.75000000000006000,2019-01-13 09:29:51.827
652,652,7,14,PF,2021-12-18 16:49:00.000,117.6464999999999300,460.04999999999990000,2022-06-18 09:05:48.877
823,823,2,70,PF,2020-11-14 14:44:00.000,557.3759999999999000,534.65999999999990000,2021-02-03 01:34:15.512
139,139,6,22,PF,2016-03-14 15:34:00.000,82508.3858585942400000,77105.75098934040000000,2016-05-30 08:06:25.468
715,715,8,23,PF,2022-07-06 14:54:00.000,1222.0307999999998000,440.20999999999980000,2022-09-03 03:48:08.672
393,393,7,14,PF,2018-11-05 16:48:00.000,36.5057999999999400,15.43999999999993400,2019-04-04 02:38:33.136
152,152,7,42,PF,2022-11-10 14:33:00.000,209.1087025778675200,42.21916905358103000,2022-12-30 22:25:16.439
611,611,6,48,PF,2022-12-19 10:08:00.000,24506.4730976021530000,25363.71020739280400000,2022-12-30 22:56:58.172
412,412,7,42,PF,2018-07-21 15:47:00.000,31263.7727233825640000,31682.42521073826700000,2021-02-11 22:37:11.919
62,62,2,82,PF,2018-05-25 13:11:00.000,14.1170000000000100,6.37000000000001000,2018-08-10 05:50:55.236
173,173,1,60,PF,2014-02-16 11:22:00.000,140.1146999999999700,73.60999999999997000,2014-08-13 08:49:19.874
299,299,6,96,PF,2019-09-27 12:06:00.000,146.8192000000000000,133.39000000000001000,2019-11-13 05:47:00.518
167,167,7,7,PF,2018-10-04 13:38:00.000,7155.6680000000020000,6893.66000000000200000,2018-12-19 00:27:56.563
964,964,7,7,PF,2017-05-23 11:29:00.000,1104.1449366625810000,170.94493666258097000,2021-10-01 06:16:22.804
558,558,6,44,PF,2019-08-03 15:28:00.000,1.6739999999999970,12.07999999999999700,2019-09-18 12:06:20.883
578,578,7,7,PF,2022-06-01 11:16:00.000,815.6536000000000000,810.48000000000000000,2022-12-16 03:42:48.902
290,290,7,42,PF,2022-02-12 15:21:00.000,21.0683000000002560,601.19000000000030000,2022-05-19 21:04:29.015
627,627,7,33,PF,2016-04-26 13:47:00.000,1.3870999999999720,24.15999999999997000,2017-07-30 07:28:08.791
965,965,2,9,PF,2015-08-23 15:58:00.000,5877.7688123716580000,5359.17845171711600000,2020-01-15 01:35:50.592
662,662,7,42,PF,2020-04-04 14:24:00.000,21469.6499999999980000,21437.60000000000000000,2020-10-21 15:59:24.776
614,614,7,7,PF,2021-04-05 15:55:00.000,919.5428000000000000,506.34600863426370000,2021-09-07 11:35:50.724
506,506,8,38,PF,2020-03-18 13:28:00.000,268.5639000000000000,627.77000000000000000,2022-05-08 20:16:25.740
568,568,7,71,PF,2017-12-05 13:34:00.000,25.7259999999999920,4.45999999999999000,2018-10-04 01:50:45.834
10,10,3,98,PF,2015-07-10 13:47:00.000,8835.5816999999970000,7671.25999999999700000,2016-02-22 18:07:52.878
473,473,7,71,PF,2019-03-11 14:33:00.000,353.4732000000000000,320.74000000000000000,2022-12-24 17:37:44.792
916,916,3,73,PF,2013-05-19 15:23:00.000,76592.3425079750000000,78027.04153875000000000,2015-03-11 02:42:51.289
913,913,7,33,PF,2019-04-12 12:43:00.000,575.7696000000001000,479.87000000000000000,2019-05-29 07:58:12.977
719,719,3,51,PF,2021-06-22 10:54:00.000,392.7385000000001000,39.45000000000010000,2022-01-31 11:09:14.269
540,540,5,2,PF,2018-09-10 14:08:00.000,441.0100000000000000,813.41000000000010000,2021-03-25 19:33:15.254
302,302,7,71,PF,2020-04-25 11:31:00.000,1444.9421999999993000,972.70999999999920000,2022-09-08 04:11:18.193
255,255,7,100,PF,2019-02-14 14:54:00.000,163.2070999999999400,48.19999999999994600,2019-10-06 11:45:59.381
391,391,8,38,PF,2018-11-27 13:17:00.000,11983.9358000000010000,11134.37000000000000000,2019-05-20 11:19:09.067
498,498,4,45,PF,2020-11-15 10:23:00.000,841.0980000000000000,790.22999999999990000,2022-09-10 23:32:35.093
954,954,7,33,PF,2018-03-18 16:26:00.000,115.3764999999999600,30.09399290747411700,2018-06-04 13:58:04.415
288,288,7,33,PF,2018-10-14 15:22:00.000,951.5898000000001000,945.15000000000010000,2018-10-26 12:52:38.957
569,569,4,45,PF,2021-03-23 12:31:00.000,125.2420384205360000,118.64203842053601000,2021-07-30 01:08:15.580
283,283,4,19,PF,2015-01-25 15:44:00.000,3416.2961999999984000,3265.59999999999850000,2015-06-10 17:45:46.033
39,39,2,84,PF,2015-01-02 12:28:00.000,41879.2608000000000000,43579.46000000000000000,2016-02-09 16:34:10.933
242,242,7,14,PF,2018-11-19 14:20:00.000,2838.6058000000000000,2498.93000000000000000,2019-10-30 15:21:30.923
691,691,7,7,PF,2022-08-26 11:43:00.000,1154.2232472212775000,804.33004540507450000,2022-10-16 05:58:33.902
838,838,7,100,PF,2016-12-19 10:04:00.000,1128.5071176606743000,1147.27787516395350000,2018-08-16 09:52:56.480
633,633,7,14,PF,2019-08-08 16:21:00.000,438.8687774130187300,386.76997908612844000,2019-10-18 04:11:58.434
759,759,1,80,PF,2022-06-18 15:00:00.000,339.1699999999998000,198.16999999999980000,2022-12-20 07:51:23.229
425,425,5,67,PF,2014-10-12 12:11:00.000,9.8576000000000050,275.96000000000000000,2014-11-21 01:46:52.531
94,94,9,87,PF,2020-09-08 11:16:00.000,556.1243999999998000,440.59999999999980000,2021-06-08 02:01:54.869
728,728,7,42,PF,2021-04-13 14:49:00.000,640.3152860046628000,454.56532621811914000,2021-10-09 03:33:58.051
140,140,6,22,PF,2022-05-11 11:56:00.000,533.8699999999999000,436.66999999999990000,2022-07-03 08:56:27.666
275,275,3,13,PF,2015-02-27 14:14:00.000,134056.7354000000000000,137873.65327690260000000,2016-03-07 18:06:05.752
249,249,2,24,PF,2016-11-07 12:54:00.000,45973.3343000000000000,47318.85000000000600000,2016-12-29 12:23:49.641
236,236,4,19,PF,2016-06-03 15:22:00.000,20614.1652000000000000,19211.96000000000000000,2016-10-05 17:04:19.941
785,785,7,100,PF,2022-06-03 11:58:00.000,3150.1548000000007000,1052.61000000000060000,2022-12-27 08:41:26.212
61,61,1,11,PF,2013-01-20 10:35:00.000,12882.9001000000000000,12384.53000000000000000,2013-06-22 21:13:56.816
121,121,7,71,PF,2017-03-21 14:26:00.000,129.5118000000000800,109.38000000000008000,2017-09-06 04:10:44.298
533,533,7,14,PF,2019-07-08 13:28:00.000,219.2716000000000000,115.83999999999999000,2019-10-09 13:50:11.695
205,205,5,55,PF,2019-06-16 11:19:00.000,547.5649666796529000,456.02459877745633000,2019-07-28 22:40:20.085
945,945,8,89,PF,2018-05-15 14:51:00.000,21810.3236000000000000,20327.05000000000000000,2020-01-08 04:15:33.641
566,566,7,7,PF,2021-08-22 13:53:00.000,2055.4914000000000000,1905.92999999999980000,2021-09-10 09:22:50.413
948,948,7,100,PF,2019-10-02 13:03:00.000,201.9815999999996400,26.01999999999967000,2021-01-26 07:00:28.453
65,65,7,7,PF,2021-05-14 13:46:00.000,575.3700000000001000,531.02000000000010000,2021-12-16 22:27:53.792
975,975,1,32,PF,2013-11-03 11:05:00.000,42.4511999999999600,1.44999999999996020,2014-11-26 21:13:39.698
909,909,3,98,PF,2017-08-01 12:58:00.000,10436.2936000000030000,9836.00000000000200000,2017-10-17 13:35:36.859
454,454,1,26,PF,2013-12-27 13:23:00.000,21390.1534000000030000,20146.87000000000300000,2014-06-15 11:34:57.716
495,495,7,33,PF,2022-06-06 11:35:00.000,134.7450999999999200,79.93999999999991000,2022-10-05 12:46:28.029
467,467,10,27,PF,2022-06-06 11:47:00.000,403.9321999999998500,59.77999999999986000,2022-12-29 22:54:09.137
102,102,7,7,PF,2021-04-24 15:14:00.000,13201.8660000000020000,11183.45000000000000000,2022-01-03 13:25:51.298
456,456,3,13,PF,2013-11-14 12:36:00.000,60535.8623999999800000,63004.34999999999000000,2014-09-17 15:24:20.764
226,226,4,35,PF,2021-10-10 15:56:00.000,2367.0004000000000000,2154.17000000000000000,2022-08-16 02:10:31.872
754,754,1,61,PF,2011-08-26 10:00:00.000,21.7149999999999860,14.82999999999998600,2011-11-20 05:15:52.341
200,200,2,82,PF,2020-07-21 16:44:00.000,32.5017999999996900,6.37999999999969350,2021-05-23 10:00:09.098
141,141,7,42,PF,2022-03-17 11:41:00.000,270.6797000000000000,51.96148057663993000,2022-04-13 13:19:58.175
880,880,7,71,PF,2020-05-03 12:39:00.000,28337.9127999999950000,27783.47999999999200000,2020-12-07 10:01:45.403
296,296,2,76,PF,2011-09-02 10:49:00.000,67795.7688000000000000,62743.28000000000000000,2014-03-08 05:16:46.799
831,831,7,14,PF,2020-12-27 13:06:00.000,866.9060402438474000,837.98712525400780000,2021-08-20 10:11:55.140
660,660,4,45,PF,2014-11-15 14:49:00.000,122736.8224034454300000,127808.79667025566000000,2015-01-19 06:53:21.918
816,816,3,51,PF,2013-03-19 14:31:00.000,347.9140347564461000,303.98669976804390000,2013-07-15 02:54:51.899
865,865,4,1,PF,2019-12-18 16:53:00.000,102.3570000000000100,81.44000000000001000,2020-02-15 19:34:01.753
956,956,8,10,PF,2020-08-05 12:57:00.000,95.1514000000000000,52.23999999999999500,2020-10-29 20:17:56.725
778,778,5,55,PF,2016-04-04 11:42:00.000,86.6323034066629600,32.00917743730545000,2017-05-12 17:15:25.906
603,603,4,35,PF,2021-09-04 11:16:00.000,329.4511999999997400,266.49999999999980000,2021-12-19 03:13:10.489
426,426,7,100,PF,2021-03-22 11:45:00.000,999.7530344615570000,985.82154996116880000,2022-03-14 20:10:04.755
38,38,3,13,PF,2021-07-14 16:12:00.000,105.8616000000000500,85.54000000000003000,2021-08-01 22:25:23.553
414,414,1,39,PF,2012-07-05 13:01:00.000,21.4862000000000140,136.15000000000000000,2013-11-08 20:07:31.026
169,169,3,91,PF,2020-03-20 12:46:00.000,1676.8032000000000000,156.37000000000012000,2021-01-26 16:02:21.388
874,874,7,14,PF,2018-03-26 13:15:00.000,41.3608000000000100,26.35000000000001000,2018-07-12 14:38:17.891
518,518,3,31,PF,2014-10-14 12:34:00.000,20526.0647377580350000,19359.03201675286300000,2014-11-11 21:29:29.681
612,612,6,54,PF,2016-10-04 14:27:00.000,18531.9906000000000000,17463.59000000000000000,2017-02-25 10:58:07.472
508,508,4,1,PF,2018-10-07 10:50:00.000,1454.8768000000002000,1378.83000000000020000,2019-07-15 16:24:13.827
984,984,1,72,PF,2013-11-28 14:58:00.000,16163.3888000000000000,4448.48000000000000000,2014-01-17 22:43:46.320
907,907,7,100,PF,2016-04-20 15:24:00.000,76.8959999999999900,104.23999999999998000,2017-11-19 07:13:13.613
427,427,6,4,PF,2020-04-03 12:14:00.000,54.6311999999999900,6.18999999999999100,2020-07-08 04:36:32.191
231,231,7,14,PF,2017-06-02 11:24:00.000,2564.8444999999997000,2513.73000000000000000,2017-08-15 09:59:17.569
363,363,1,18,PF,2021-02-13 15:55:00.000,1334.9759999999999000,1322.69999999999980000,2022-07-01 21:06:53.330
300,300,9,46,PF,2021-05-18 13:41:00.000,3224.3380000000000000,2974.41000000000030000,2021-06-14 15:47:05.087
601,601,7,7,PF,2015-10-02 13:36:00.000,0.9113999999999683,47.22999999999996000,2016-10-11 20:09:39.096
53,53,5,63,PF,2022-10-17 12:53:00.000,9931.9770000000000000,9563.80000000000100000,2022-12-27 16:54:12.940
428,428,5,55,PF,2019-10-05 12:49:00.000,51.8159999999999900,4.52572800892372800,2019-12-22 04:49:13.956
749,749,5,50,PF,2015-05-25 11:18:00.000,49928.0014260069500000,50373.91467273429000000,2015-07-10 18:05:26.134
678,678,9,66,PF,2019-10-18 12:29:00.000,49659.6672527501900000,52089.83395026336000000,2022-12-03 08:54:14.302
832,832,7,33,PF,2016-12-18 14:40:00.000,87.1352709773454300,50.26673625229944000,2017-01-22 20:32:59.619
630,630,8,89,PF,2021-08-18 16:15:00.000,758.4390000000000000,434.60000000000000000,2022-03-08 22:13:57.238
386,386,3,51,PF,2013-09-19 10:30:00.000,1806.7056999999998000,1656.54999999999970000,2013-10-27 15:13:36.284
530,530,1,80,PF,2014-06-03 15:17:00.000,181.4416775822267300,137.13139394549690000,2015-04-25 22:17:05.037
111,111,7,33,PF,2021-08-11 14:40:00.000,288.3518999999999400,249.66999999999993000,2022-12-30 22:01:27.231
419,419,6,4,PF,2020-07-03 10:41:00.000,96414.9270000000100000,91807.63000000000000000,2020-08-28 23:50:30.030
251,251,5,63,PF,2017-09-01 16:05:00.000,19.7333443803551130,6.49606569423991000,2018-05-12 01:56:15.440
743,743,2,81,PF,2014-05-06 12:33:00.000,18.6327000000000320,30.05000000000003300,2014-10-21 23:47:15.828
873,873,6,44,PF,2021-01-07 15:20:00.000,6549.2630000000010000,5972.25000000000000000,2021-01-11 03:36:11.719
919,919,7,14,PF,2017-06-10 10:58:00.000,137.5115000000000400,266.42000000000010000,2022-08-29 22:36:04.257
104,104,3,91,PF,2019-01-19 15:42:00.000,154.7699999999999800,17.52999999999996000,2019-01-26 11:23:01.566
819,819,10,53,PF,2022-05-14 14:57:00.000,9921.4612000000000000,9539.44000000000000000,2022-07-06 03:13:09.918
190,190,7,14,PF,2022-08-01 11:18:00.000,97.5425999999999500,65.18999999999996000,2022-10-25 23:08:18.195
550,550,1,3,PF,2020-06-09 11:48:00.000,140.2856764505729000,119.77414486164156000,2020-08-29 09:19:19.476
436,436,1,18,PF,2017-01-24 14:18:00.000,43193.2754999999960000,44431.75999999999500000,2017-12-07 07:25:49.284
395,395,9,59,PF,2021-10-14 10:15:00.000,791.8603343167405000,1011.23805124220800000,2021-11-22 09:21:42.481
959,959,1,61,PF,2014-07-26 12:23:00.000,96.4868000000000300,66.31000000000003000,2017-07-07 19:42:31.507
49,49,7,100,PF,2021-05-09 11:35:00.000,1.9949999999999426,57.80999999999994500,2021-07-20 18:02:17.089
282,282,7,42,PF,2015-12-19 11:35:00.000,12427.2225000000020000,11822.22000000000100000,2016-04-10 16:07:07.240
